ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_REVENUE,YEAR,MONTH
10332,38.0,84.25,9,3201.5,2004-11-17T00:00:00.000Z,Shipped,4,11,2004,Vintage Cars,60.0,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3201.5,2004,11
10151,49.0,100.0,6,5412.54,2003-09-21T00:00:00.000Z,Shipped,3,9,2003,Trucks and Buses,122.0,S18_2319,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,4900.0,2003,9
10193,24.0,51.84,3,1244.16,2003-11-21T00:00:00.000Z,Shipped,4,11,2003,Vintage Cars,62.0,S18_2957,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,1244.16,2003,11
10248,42.0,100.0,14,5082.42,2004-05-07T00:00:00.000Z,Cancelled,2,5,2004,Trains,100.0,S18_3259,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,4200.0,2004,5
10383,38.0,100.0,1,5340.9,2005-02-22T00:00:00.000Z,Shipped,1,2,2005,Classic Cars,143.0,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3800.0,2005,2
10193,26.0,29.21,10,759.46,2003-11-21T00:00:00.000Z,Shipped,4,11,2003,Vintage Cars,33.0,S24_1937,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,759.46,2003,11
10368,40.0,100.0,2,4107.2,2005-01-19T00:00:00.000Z,Shipped,1,1,2005,Classic Cars,90.0,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4000.0,2005,1
10328,48.0,58.92,1,2828.16,2004-11-12T00:00:00.000Z,Shipped,4,11,2004,Planes,68.0,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,2828.16,2004,11
10131,29.0,59.18,6,1716.22,2003-06-16T00:00:00.000Z,Shipped,2,6,2003,Vintage Cars,65.0,S24_3420,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Small,1716.22,2003,6
10283,38.0,89.38,11,3396.44,2004-08-20T00:00:00.000Z,Shipped,3,8,2004,Ships,99.0,S700_3962,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium,3396.4399999999996,2004,8
10107,30.0,95.7,2,2871.0,2003-02-24T00:00:00.000Z,Shipped,1,2,2003,Motorcycles,95.0,S10_1678,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2871.0,2003,2
10419,38.0,100.0,5,4464.24,2005-05-17T00:00:00.000Z,Shipped,2,5,2005,Classic Cars,141.0,S18_1129,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,3800.0,2005,5
10381,25.0,52.83,9,1320.75,2005-02-17T00:00:00.000Z,Shipped,1,2,2005,Vintage Cars,53.0,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,1320.75,2005,2
10124,21.0,100.0,6,2856.0,2003-05-21T00:00:00.000Z,Shipped,2,5,2003,Vintage Cars,170.0,S18_1749,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2100.0,2003,5
10259,30.0,49.22,10,1476.6,2004-06-15T00:00:00.000Z,Shipped,2,6,2004,Trucks and Buses,60.0,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,1476.6,2004,6
10173,22.0,100.0,7,3452.68,2003-11-05T00:00:00.000Z,Shipped,4,11,2003,Vintage Cars,168.0,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2200.0,2003,11
10146,47.0,67.14,2,3155.58,2003-09-03T00:00:00.000Z,Shipped,3,9,2003,Motorcycles,62.0,S18_3782,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium,3155.58,2003,9
10207,49.0,46.82,4,2294.18,2003-12-09T00:00:00.000Z,Shipped,4,12,2003,Classic Cars,57.0,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small,2294.18,2003,12
10253,24.0,52.66,12,1263.84,2004-06-01T00:00:00.000Z,Cancelled,2,6,2004,Classic Cars,61.0,S24_3371,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,1263.84,2004,6
10119,20.0,72.98,5,1459.6,2003-04-28T00:00:00.000Z,Shipped,2,4,2003,Vintage Cars,65.0,S24_3420,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,1459.6000000000001,2003,4
10326,20.0,92.25,2,1845.0,2004-11-09T00:00:00.000Z,Shipped,4,11,2004,Vintage Cars,83.0,S24_3816,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small,1845.0,2004,11
10104,35.0,47.62,11,1666.7,2003-01-31T00:00:00.000Z,Shipped,1,1,2003,Trucks and Buses,54.0,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1666.6999999999998,2003,1
10142,41.0,64.0,2,2624.0,2003-08-08T00:00:00.000Z,Shipped,3,8,2003,Ships,66.0,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2624.0,2003,8
10248,40.0,100.0,13,4157.2,2004-05-07T00:00:00.000Z,Cancelled,2,5,2004,Ships,86.0,S700_1938,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,4000.0,2004,5
10258,45.0,80.92,1,3641.4,2004-06-15T00:00:00.000Z,Shipped,2,6,2004,Classic Cars,101.0,S700_2824,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,3641.4,2004,6
10170,41.0,100.0,3,4391.1,2003-11-04T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,115.0,S12_4675,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,4100.0,2003,11
10322,33.0,100.0,12,3524.73,2004-11-04T00:00:00.000Z,Shipped,4,11,2004,Vintage Cars,101.0,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,3300.0,2004,11
10257,26.0,89.29,5,2321.54,2004-06-14T00:00:00.000Z,Shipped,2,6,2004,Vintage Cars,99.0,S18_3320,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,2321.54,2004,6
10275,25.0,95.2,11,2380.0,2004-07-23T00:00:00.000Z,Shipped,3,7,2004,Planes,109.0,S24_1785,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2380.0,2004,7
10295,46.0,84.97,3,3908.62,2004-09-10T00:00:00.000Z,Shipped,3,9,2004,Vintage Cars,88.0,S24_3151,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,3908.62,2004,9
10287,36.0,100.0,7,4297.32,2004-08-30T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,140.0,S24_3856,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,3600.0,2004,8
10217,21.0,100.0,3,2244.9,2004-02-04T00:00:00.000Z,Shipped,1,2,2004,Trucks and Buses,96.0,S32_1268,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2100.0,2004,2
10306,46.0,50.33,17,2315.18,2004-10-14T00:00:00.000Z,Shipped,4,10,2004,Trains,62.0,S32_3207,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2315.18,2004,10
10262,40.0,79.11,2,3164.4,2004-06-24T00:00:00.000Z,Cancelled,2,6,2004,Vintage Cars,68.0,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3164.4,2004,6
10190,42.0,85.72,4,3600.24,2003-11-19T00:00:00.000Z,Shipped,4,11,2003,Motorcycles,102.0,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3600.24,2003,11
10235,41.0,35.35,7,1449.35,2004-04-02T00:00:00.000Z,Shipped,2,4,2004,Vintage Cars,43.0,S50_1341,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,1449.3500000000001,2004,4
10197,50.0,78.79,7,3939.5,2003-11-26T00:00:00.000Z,Shipped,4,11,2003,Ships,72.0,S700_2610,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,3939.5000000000005,2003,11
10168,48.0,96.0,15,4608.0,2003-10-28T00:00:00.000Z,Shipped,4,10,2003,Planes,80.0,S700_3167,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,4608.0,2003,10
10373,34.0,96.34,2,3275.56,2005-01-31T00:00:00.000Z,Shipped,1,1,2005,Ships,100.0,S700_3505,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,3275.56,2005,1
10400,20.0,56.12,4,1122.4,2005-04-01T00:00:00.000Z,Shipped,2,4,2005,Planes,49.0,S72_1253,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,1122.3999999999999,2005,4
10263,48.0,100.0,1,6434.4,2004-06-28T00:00:00.000Z,Shipped,2,6,2004,Motorcycles,150.0,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,4800.0,2004,6
10247,27.0,100.0,1,4157.73,2004-05-05T00:00:00.000Z,Shipped,2,5,2004,Classic Cars,173.0,S12_3891,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,2700.0,2004,5
10147,21.0,63.84,8,1340.64,2003-09-05T00:00:00.000Z,Shipped,3,9,2003,Classic Cars,79.0,S12_3990,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small,1340.64,2003,9
10287,41.0,69.43,13,2846.63,2004-08-30T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,79.0,S12_3990,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,2846.63,2004,8
10363,46.0,88.45,6,4068.7,2005-01-06T00:00:00.000Z,Shipped,1,1,2005,Classic Cars,115.0,S12_4675,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,4068.7000000000003,2005,1
10100,30.0,100.0,3,5151.0,2003-01-06T00:00:00.000Z,Shipped,1,1,2003,Vintage Cars,170.0,S18_1749,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,3000.0,2003,1
10280,29.0,100.0,4,3006.43,2004-08-17T00:00:00.000Z,Shipped,3,8,2004,Vintage Cars,104.0,S18_3136,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,2900.0,2004,8
10141,34.0,100.0,9,4836.5,2003-08-01T00:00:00.000Z,Shipped,3,8,2003,Classic Cars,169.0,S18_3232,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,3400.0,2003,8
10263,37.0,62.46,7,2311.02,2004-06-28T00:00:00.000Z,Shipped,2,6,2004,Motorcycles,76.0,S24_2000,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small,2311.02,2004,6
10162,43.0,36.29,4,1560.47,2003-10-18T00:00:00.000Z,Shipped,4,10,2003,Vintage Cars,44.0,S24_2022,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,1560.47,2003,10
10358,41.0,100.0,7,5684.65,2004-12-10T00:00:00.000Z,Shipped,4,12,2004,Trucks and Buses,127.0,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4100.0,2004,12
10274,40.0,65.08,2,2603.2,2004-07-21T00:00:00.000Z,Shipped,3,7,2004,Planes,68.0,S24_2841,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small,2603.2,2004,7
10181,23.0,65.52,13,1506.96,2003-11-12T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,61.0,S24_3371,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,1506.9599999999998,2003,11
10253,39.0,100.0,8,5148.0,2004-06-01T00:00:00.000Z,Cancelled,2,6,2004,Classic Cars,140.0,S24_3856,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,3900.0,2004,6
10297,23.0,72.45,5,1666.35,2004-09-16T00:00:00.000Z,Shipped,3,9,2004,Planes,72.0,S24_4278,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,1666.3500000000001,2004,9
10206,36.0,58.82,2,2117.52,2003-12-05T00:00:00.000Z,Shipped,4,12,2003,Trucks and Buses,64.0,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,2117.52,2003,12
10306,43.0,75.17,1,3232.31,2004-10-14T00:00:00.000Z,Shipped,4,10,2004,Ships,72.0,S700_2610,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3232.31,2004,10
10206,28.0,100.0,3,4056.36,2003-12-05T00:00:00.000Z,Shipped,4,12,2003,Trucks and Buses,136.0,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,2800.0,2003,12
10210,31.0,100.0,17,5719.5,2004-01-12T00:00:00.000Z,Shipped,1,1,2004,Planes,157.0,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,3100.0,2004,1
10383,47.0,100.0,6,6869.05,2005-02-22T00:00:00.000Z,Shipped,1,2,2005,Classic Cars,169.0,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4700.0,2005,2
10185,30.0,100.0,7,3170.7,2003-11-14T00:00:00.000Z,Shipped,4,11,2003,Ships,122.0,S24_2011,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,3000.0,2003,11
10225,42.0,36.63,3,1538.46,2004-02-22T00:00:00.000Z,Shipped,1,2,2004,Classic Cars,37.0,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small,1538.46,2004,2
10386,35.0,63.76,9,2231.6,2005-03-01T00:00:00.000Z,Resolved,1,3,2005,Vintage Cars,65.0,S24_3420,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2231.6,2005,3
10151,26.0,100.0,1,3220.1,2003-09-21T00:00:00.000Z,Shipped,3,9,2003,Trucks and Buses,115.0,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,2600.0,2003,9
10424,46.0,80.92,1,3722.32,2005-05-31T00:00:00.000Z,In Process,2,5,2005,Classic Cars,101.0,S700_2824,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3722.32,2005,5
10165,27.0,100.0,2,5559.03,2003-10-22T00:00:00.000Z,Shipped,4,10,2003,Classic Cars,173.0,S12_3891,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2700.0,2003,10
10175,26.0,100.0,1,3543.28,2003-11-06T00:00:00.000Z,Shipped,4,11,2003,Trucks and Buses,118.0,S12_4473,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,2600.0,2003,11
10181,42.0,100.0,2,5435.64,2003-11-12T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,124.0,S18_1589,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,4200.0,2003,11
10285,20.0,49.06,10,981.2,2004-08-27T00:00:00.000Z,Shipped,3,8,2004,Motorcycles,60.0,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,981.2,2004,8
10228,31.0,100.0,4,3181.53,2004-03-10T00:00:00.000Z,Shipped,1,3,2004,Vintage Cars,104.0,S18_3136,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium,3100.0,2004,3
10350,41.0,93.04,2,3814.64,2004-12-02T00:00:00.000Z,Shipped,4,12,2004,Trains,100.0,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3814.6400000000003,2004,12
10357,25.0,100.0,3,2604.25,2004-12-10T00:00:00.000Z,Shipped,4,12,2004,Vintage Cars,99.0,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2500.0,2004,12
10351,20.0,100.0,2,3374.6,2004-12-03T00:00:00.000Z,Shipped,4,12,2004,Vintage Cars,105.0,S18_3856,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,2000.0,2004,12
10108,44.0,100.0,11,5565.12,2003-03-03T00:00:00.000Z,Shipped,1,3,2003,Classic Cars,148.0,S18_4721,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,4400.0,2003,3
10192,23.0,100.0,1,3052.33,2003-11-20T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,117.0,S24_2887,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2300.0,2003,11
10276,20.0,61.23,2,1224.6,2004-08-02T00:00:00.000Z,Shipped,3,8,2004,Classic Cars,61.0,S24_3371,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Small,1224.6,2004,8
10373,46.0,66.0,11,3036.0,2005-01-31T00:00:00.000Z,Shipped,1,1,2005,Vintage Cars,65.0,S24_3420,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,3036.0,2005,1
10194,39.0,54.94,7,2142.66,2003-11-25T00:00:00.000Z,Shipped,4,11,2003,Trucks and Buses,64.0,S32_3522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2142.66,2003,11
10208,38.0,74.67,3,2837.46,2004-01-02T00:00:00.000Z,Shipped,1,1,2004,Ships,66.0,S700_1138,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2837.46,2004,1
10306,32.0,90.15,4,2884.8,2004-10-14T00:00:00.000Z,Shipped,4,10,2004,Ships,100.0,S700_3505,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2884.8,2004,10
10414,47.0,65.52,9,3079.44,2005-05-06T00:00:00.000Z,On Hold,2,5,2005,Ships,54.0,S72_3212,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,3079.4399999999996,2005,5
10388,50.0,44.51,5,2225.5,2005-03-03T00:00:00.000Z,Shipped,1,3,2005,Motorcycles,118.0,S10_2016,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2225.5,2005,3
10341,44.0,95.93,1,4220.92,2004-11-24T00:00:00.000Z,Shipped,4,11,2004,Classic Cars,117.0,S12_3380,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,4220.92,2004,11
10122,20.0,100.0,7,2142.0,2003-05-08T00:00:00.000Z,Shipped,2,5,2003,Classic Cars,115.0,S12_4675,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,2000.0,2003,5
10266,21.0,100.0,6,2526.51,2004-07-06T00:00:00.000Z,Shipped,3,7,2004,Classic Cars,141.0,S18_1129,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2100.0,2004,7
10253,23.0,83.93,9,1930.39,2004-06-01T00:00:00.000Z,Cancelled,2,6,2004,Classic Cars,77.0,S18_1889,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,1930.39,2004,6
10161,48.0,100.0,11,6145.44,2003-10-17T00:00:00.000Z,Shipped,4,10,2003,Classic Cars,142.0,S18_1984,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,4800.0,2003,10
10194,45.0,70.49,2,3172.05,2003-11-25T00:00:00.000Z,Shipped,4,11,2003,Trucks and Buses,60.0,S18_2432,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,3172.0499999999997,2003,11
10128,41.0,100.0,4,4837.18,2003-06-06T00:00:00.000Z,Shipped,2,6,2003,Trains,100.0,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4100.0,2003,6
10398,45.0,100.0,17,4811.85,2005-03-30T00:00:00.000Z,Shipped,1,3,2005,Vintage Cars,105.0,S18_3856,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,4500.0,2005,3
10229,39.0,40.25,14,1569.75,2004-03-11T00:00:00.000Z,Shipped,1,3,2004,Vintage Cars,50.0,S18_4668,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1569.75,2004,3
10311,45.0,49.3,8,2218.5,2004-10-16T00:00:00.000Z,Shipped,4,10,2004,Classic Cars,50.0,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2218.5,2004,10
10105,44.0,72.58,4,3193.52,2003-02-11T00:00:00.000Z,Shipped,1,2,2003,Vintage Cars,88.0,S24_3151,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,3193.52,2003,2
10133,46.0,77.52,4,3565.92,2003-06-27T00:00:00.000Z,Shipped,2,6,2003,Planes,72.0,S24_4278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3565.9199999999996,2003,6
10413,24.0,49.71,6,1193.04,2005-05-05T00:00:00.000Z,Shipped,2,5,2005,Trains,62.0,S32_3207,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small,1193.04,2005,5
10153,50.0,88.15,2,4407.5,2003-09-28T00:00:00.000Z,Shipped,3,9,2003,Ships,100.0,S700_3505,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4407.5,2003,9
10389,26.0,99.04,4,2575.04,2005-03-03T00:00:00.000Z,Shipped,1,3,2005,Classic Cars,194.0,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2575.04,2005,3
10191,40.0,100.0,1,5590.0,2003-11-20T00:00:00.000Z,Shipped,4,11,2003,Classic Cars,117.0,S12_3380,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,4000.0,2003,11
